candidate_r2,candidate_rmse,held_out_ticker,model,n_remaining,prior_r2,prior_rmse,r2_gain,rmse_gain
0.9173518056505697,0.000947814761848703,AAPL,residual_pre_call_market_only,63,0.02284733254518556,0.0032590272699415386,0.8945044731053842,0.0023112125080928356
0.9172510506794282,0.0009332568730952231,AMGN,residual_pre_call_market_only,65,0.015816061892710787,0.003218533912444549,0.9014349887867175,0.002285277039349326
0.9203649961273918,0.000919551846642317,AMZN,residual_pre_call_market_only,64,0.018701744580955193,0.0032279346329548795,0.9016632515464366,0.0023083827863125623
0.9527246218522618,0.0006816025203042876,CSCO,residual_pre_call_market_only,62,0.028923373437384714,0.0030891602109842276,0.9238012484148771,0.0024075576906799397
0.9190706223102215,0.0009198117826946917,DIS,residual_pre_call_market_only,66,0.03327968485286681,0.003179042183310165,0.8857909374573547,0.0022592304006154736
0.9200740470995347,0.000922534120024435,IBM,residual_pre_call_market_only,64,0.04237808520751396,0.0031932694363563624,0.8776959618920207,0.0022707353163319275
0.917980653321198,0.0009369357881731567,MSFT,residual_pre_call_market_only,62,-0.017476100177625353,0.00329999881244827,0.9354567534988234,0.002363063024275113
0.9235685614400208,0.0009206096755141676,NKE,residual_pre_call_market_only,62,0.03535661843599491,0.003270565961939337,0.8882119430040258,0.0023499562864251694
0.7455476042391103,0.0008805620009990489,NVDA,residual_pre_call_market_only,60,0.21755074623238624,0.0015441331923778316,0.527996858006724,0.0006635711913787827
0.9179228813916066,0.0009445345191352463,AAPL,residual_pre_call_market_plus_a4_plus_qna_lsa,63,0.02284733254518556,0.0032590272699415386,0.895075548846421,0.002314492750806292
0.9183956579272655,0.0009267798584826547,AMGN,residual_pre_call_market_plus_a4_plus_qna_lsa,65,0.015816061892710787,0.003218533912444549,0.9025795960345547,0.0022917540539618944
0.919151108109366,0.0009265337723242873,AMZN,residual_pre_call_market_plus_a4_plus_qna_lsa,64,0.018701744580955193,0.0032279346329548795,0.9004493635284108,0.0023014008606305923
0.9626470063495071,0.0006058657314524943,CSCO,residual_pre_call_market_plus_a4_plus_qna_lsa,62,0.028923373437384714,0.0030891602109842276,0.9337236329121223,0.0024832944795317334
0.9205638290667566,0.0009112866727959231,DIS,residual_pre_call_market_plus_a4_plus_qna_lsa,66,0.03327968485286681,0.003179042183310165,0.8872841442138898,0.002267755510514242
0.9181575657923333,0.0009335289598778495,IBM,residual_pre_call_market_plus_a4_plus_qna_lsa,64,0.04237808520751396,0.0031932694363563624,0.8757794805848194,0.002259740476478513
0.9159789421202856,0.0009482999941203726,MSFT,residual_pre_call_market_plus_a4_plus_qna_lsa,62,-0.017476100177625353,0.00329999881244827,0.933455042297911,0.0023516988183278974
0.9201389305664163,0.000941037822089338,NKE,residual_pre_call_market_plus_a4_plus_qna_lsa,62,0.03535661843599491,0.003270565961939337,0.8847823121304214,0.0023295281398499987
0.7751925435200968,0.0008276791674257609,NVDA,residual_pre_call_market_plus_a4_plus_qna_lsa,60,0.21755074623238624,0.0015441331923778316,0.5576417972877106,0.0007164540249520707
0.9229946636592671,0.0009148864479922508,AAPL,residual_pre_call_market_plus_controls_plus_a4_plus_qna_lsa,63,0.02284733254518556,0.0032590272699415386,0.9001473311140815,0.002344140821949288
0.9250452909254308,0.0008882176816504289,AMGN,residual_pre_call_market_plus_controls_plus_a4_plus_qna_lsa,65,0.015816061892710787,0.003218533912444549,0.90922922903272,0.00233031623079412
0.9230295673134132,0.0009040369513934379,AMZN,residual_pre_call_market_plus_controls_plus_a4_plus_qna_lsa,64,0.018701744580955193,0.0032279346329548795,0.904327822732458,0.0023238976815614415
0.963436803487073,0.0005994262536476645,CSCO,residual_pre_call_market_plus_controls_plus_a4_plus_qna_lsa,62,0.028923373437384714,0.0030891602109842276,0.9345134300496882,0.002489733957336563
0.925159591325753,0.0008845328027378088,DIS,residual_pre_call_market_plus_controls_plus_a4_plus_qna_lsa,66,0.03327968485286681,0.003179042183310165,0.8918799064728862,0.0022945093805723563
0.9232147454057403,0.0009042269368060102,IBM,residual_pre_call_market_plus_controls_plus_a4_plus_qna_lsa,64,0.04237808520751396,0.0031932694363563624,0.8808366601982264,0.0022890424995503523
0.9202177122138634,0.0009240701000144529,MSFT,residual_pre_call_market_plus_controls_plus_a4_plus_qna_lsa,62,-0.017476100177625353,0.00329999881244827,0.9376938123914887,0.002375928712433817
0.9250157107157772,0.0009118526358542618,NKE,residual_pre_call_market_plus_controls_plus_a4_plus_qna_lsa,62,0.03535661843599491,0.003270565961939337,0.8896590922797822,0.002358713326085075
0.7939005842724974,0.0007924922950791974,NVDA,residual_pre_call_market_plus_controls_plus_a4_plus_qna_lsa,60,0.21755074623238624,0.0015441331923778316,0.5763498380401112,0.0007516408972986342
