event_key,ticker,year,quarter,aligned_audio_sentence_count,aligned_audio_duration_sum_sec,F0semitoneFrom27.5Hz_sma3nz_amean_winsor_mean,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope_winsor_mean,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope_winsor_mean,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2_winsor_mean,F0semitoneFrom27.5Hz_sma3nz_percentile20.0_winsor_mean,F0semitoneFrom27.5Hz_sma3nz_percentile50.0_winsor_mean,F0semitoneFrom27.5Hz_sma3nz_percentile80.0_winsor_mean,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope_winsor_mean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm_winsor_mean,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope_winsor_mean,F1amplitudeLogRelF0_sma3nz_amean_winsor_mean,F1amplitudeLogRelF0_sma3nz_stddevNorm_winsor_mean,F1bandwidth_sma3nz_amean_winsor_mean,F1bandwidth_sma3nz_stddevNorm_winsor_mean,F1frequency_sma3nz_amean_winsor_mean,F1frequency_sma3nz_stddevNorm_winsor_mean,F2amplitudeLogRelF0_sma3nz_amean_winsor_mean,F2amplitudeLogRelF0_sma3nz_stddevNorm_winsor_mean,F2bandwidth_sma3nz_amean_winsor_mean,F2bandwidth_sma3nz_stddevNorm_winsor_mean,F2frequency_sma3nz_amean_winsor_mean,F2frequency_sma3nz_stddevNorm_winsor_mean,F3amplitudeLogRelF0_sma3nz_amean_winsor_mean,F3amplitudeLogRelF0_sma3nz_stddevNorm_winsor_mean,F3bandwidth_sma3nz_amean_winsor_mean,F3bandwidth_sma3nz_stddevNorm_winsor_mean,F3frequency_sma3nz_amean_winsor_mean,F3frequency_sma3nz_stddevNorm_winsor_mean,HNRdBACF_sma3nz_amean_winsor_mean,HNRdBACF_sma3nz_stddevNorm_winsor_mean,MeanUnvoicedSegmentLength_winsor_mean,MeanVoicedSegmentLengthSec_winsor_mean,StddevUnvoicedSegmentLength_winsor_mean,StddevVoicedSegmentLengthSec_winsor_mean,VoicedSegmentsPerSec_winsor_mean,alphaRatioUV_sma3nz_amean_winsor_mean,alphaRatioV_sma3nz_amean_winsor_mean,alphaRatioV_sma3nz_stddevNorm_winsor_mean,equivalentSoundLevel_dBp_winsor_mean,hammarbergIndexUV_sma3nz_amean_winsor_mean,hammarbergIndexV_sma3nz_amean_winsor_mean,hammarbergIndexV_sma3nz_stddevNorm_winsor_mean,jitterLocal_sma3nz_amean_winsor_mean,jitterLocal_sma3nz_stddevNorm_winsor_mean,logRelF0-H1-A3_sma3nz_amean_winsor_mean,logRelF0-H1-A3_sma3nz_stddevNorm_winsor_mean,logRelF0-H1-H2_sma3nz_amean_winsor_mean,logRelF0-H1-H2_sma3nz_stddevNorm_winsor_mean,loudnessPeaksPerSec_winsor_mean,loudness_sma3_amean_winsor_mean,loudness_sma3_meanFallingSlope_winsor_mean,loudness_sma3_meanRisingSlope_winsor_mean,loudness_sma3_pctlrange0-2_winsor_mean,loudness_sma3_percentile20.0_winsor_mean,loudness_sma3_percentile50.0_winsor_mean,loudness_sma3_percentile80.0_winsor_mean,loudness_sma3_stddevFallingSlope_winsor_mean,loudness_sma3_stddevNorm_winsor_mean,loudness_sma3_stddevRisingSlope_winsor_mean,mfcc1V_sma3nz_amean_winsor_mean,mfcc1V_sma3nz_stddevNorm_winsor_mean,mfcc1_sma3_amean_winsor_mean,mfcc1_sma3_stddevNorm_winsor_mean,mfcc2V_sma3nz_amean_winsor_mean,mfcc2V_sma3nz_stddevNorm_winsor_mean,mfcc2_sma3_amean_winsor_mean,mfcc2_sma3_stddevNorm_winsor_mean,mfcc3V_sma3nz_amean_winsor_mean,mfcc3V_sma3nz_stddevNorm_winsor_mean,mfcc3_sma3_amean_winsor_mean,mfcc3_sma3_stddevNorm_winsor_mean,mfcc4V_sma3nz_amean_winsor_mean,mfcc4V_sma3nz_stddevNorm_winsor_mean,mfcc4_sma3_amean_winsor_mean,mfcc4_sma3_stddevNorm_winsor_mean,shimmerLocaldB_sma3nz_amean_winsor_mean,shimmerLocaldB_sma3nz_stddevNorm_winsor_mean,slopeUV0-500_sma3nz_amean_winsor_mean,slopeUV500-1500_sma3nz_amean_winsor_mean,slopeV0-500_sma3nz_amean_winsor_mean,slopeV0-500_sma3nz_stddevNorm_winsor_mean,slopeV500-1500_sma3nz_amean_winsor_mean,slopeV500-1500_sma3nz_stddevNorm_winsor_mean,spectralFluxUV_sma3nz_amean_winsor_mean,spectralFluxV_sma3nz_amean_winsor_mean,spectralFluxV_sma3nz_stddevNorm_winsor_mean,spectralFlux_sma3_amean_winsor_mean,spectralFlux_sma3_stddevNorm_winsor_mean
IBM_2023_Q3,IBM,2023,Q3,13,97.677000,32.536668,72.623254,156.831436,4.817463,30.064356,32.314543,34.863404,88.858484,0.103328,226.234527,-70.490865,-1.402928,1239.176984,0.178772,647.912324,0.437856,-65.370138,-1.363407,951.773815,0.283165,1656.119746,0.182922,-69.189039,-1.242294,842.305427,0.310897,2658.570159,0.116398,5.341994,0.713876,0.124892,0.266237,0.131047,0.204990,2.585527,-5.431930,-8.258195,-0.828860,-28.568973,13.759865,19.462730,0.390064,0.030699,1.614818,19.414676,0.510407,4.788332,2.951593,4.107290,0.500128,6.411734,8.929721,0.719168,0.159073,0.411728,0.879867,3.304996,0.707032,4.174846,39.757708,0.146407,36.497394,0.227434,-27.261373,-0.483324,-26.081231,-0.483073,17.926927,1.138269,20.707062,0.892498,-15.202116,-1.026085,-13.526579,-1.067074,1.399544,0.701431,0.023588,-0.001722,0.054356,0.563144,-0.010833,-1.422690,0.080784,0.310261,0.623619,0.238879,0.851916
IBM_2023_Q4,IBM,2023,Q4,30,236.242000,31.845581,115.622536,243.019732,6.932228,28.556733,31.281014,35.449829,162.810673,0.164990,309.286352,-54.489731,-1.680451,1284.252385,0.253825,740.172368,0.357771,-53.484886,-1.611933,1067.809408,0.326858,1709.336949,0.159159,-57.005793,-1.444183,946.061270,0.347681,2675.388316,0.099211,4.869473,1.823320,0.115519,0.326729,0.138055,0.281425,2.306098,-4.134640,-9.805197,-0.876911,-25.050239,12.406431,19.905360,0.488048,0.043922,1.726160,15.553142,0.820300,1.801696,-0.267314,4.122301,0.612116,8.096817,10.187304,0.828788,0.206574,0.510449,1.033865,4.466914,0.721116,4.802700,39.449078,0.211354,34.644971,0.374313,-25.385480,-0.755111,-22.649824,-0.844415,17.051411,-6.643700,17.525943,1.438486,-6.132962,2.139230,-4.539214,0.004004,1.442270,0.718188,0.043472,-0.002401,0.098577,0.517632,-0.012890,-1.266671,0.102556,0.411143,0.647415,0.332875,0.832269
IBM_2024_Q1,IBM,2024,Q1,44,298.802000,34.492299,124.144225,206.688997,8.849100,29.957834,33.361401,38.862795,144.569019,0.168040,216.647318,-43.082715,-1.372949,1290.974111,0.234528,876.754017,0.258205,-42.798103,-2.349348,1189.430388,0.287471,1799.726142,0.131187,-47.731035,-1.863289,1032.870965,0.321529,2721.482287,0.085806,3.988078,0.780002,0.115784,0.336061,0.121649,0.276684,2.340383,-3.418843,-6.904138,-1.179211,-29.555386,12.443417,19.049565,0.452652,0.049676,1.516562,15.949198,1.014289,0.587257,3.010393,3.911965,0.464724,5.380944,6.703707,0.634032,0.156231,0.378896,0.790282,2.744925,0.691357,3.271165,37.267771,0.189970,33.654655,0.294080,-38.412922,-0.362500,-34.724929,-0.441893,-2.156612,0.148462,-0.418892,3.574553,-16.177112,-0.954233,-13.588551,-2.727533,1.459288,0.649815,0.075839,-0.006044,0.134578,0.246358,-0.012508,-1.109486,0.063978,0.261319,0.693130,0.210252,0.880028
IBM_2024_Q2,IBM,2024,Q2,19,118.726000,30.383873,64.163035,208.144229,5.254835,27.799792,30.180736,33.035162,78.614146,0.133744,274.996173,-49.300386,-1.622767,1305.675941,0.200563,652.028735,0.419729,-50.464993,-1.447125,1038.904152,0.308409,1629.541626,0.169624,-54.201462,-1.298646,929.168588,0.352837,2609.210026,0.104759,4.872792,0.784998,0.093812,0.355734,0.097617,0.295132,2.413743,-6.551091,-9.757500,-0.766450,-24.428938,14.666870,19.823373,0.447109,0.033369,1.555946,17.566949,0.632298,3.424618,7.263885,4.163414,0.666312,8.850120,11.081781,0.900824,0.216616,0.542262,1.116621,4.743618,0.745875,5.446019,42.723657,0.183790,39.450652,0.271839,-22.428903,-0.734950,-20.453416,-0.827043,21.977829,0.919104,21.955195,0.873293,1.842369,0.657892,2.254273,0.266152,1.393529,0.698059,0.040553,-0.005594,0.088581,0.423060,-0.011599,-1.439749,0.128655,0.445694,0.756509,0.373739,0.897479
IBM_2024_Q3,IBM,2024,Q3,28,196.591000,30.673279,62.201358,209.651485,5.519501,27.712040,29.747280,33.310091,64.683294,0.152751,271.819328,-80.057074,-1.138733,1184.915674,0.227572,773.252483,0.333883,-77.089039,-1.123024,976.823477,0.293330,1797.089177,0.154002,-79.922553,-1.049279,924.448836,0.335172,2785.694477,0.100518,4.316703,0.811010,0.122579,0.216809,0.143183,0.182855,3.061967,-4.667354,-8.106656,-1.299718,-29.022492,13.271418,17.082678,0.545875,0.030915,1.469362,14.883170,1.039108,3.490526,5.286484,4.063692,0.679668,9.689604,12.016298,0.987486,0.184465,0.530722,1.171513,5.288792,0.795332,5.997544,40.464481,0.241754,34.873592,0.401073,-22.883988,-0.841643,-19.988317,-0.893258,20.410546,1.175479,20.093896,1.379323,0.097879,2.409650,1.856543,-0.442988,1.486948,0.714267,0.027933,0.008399,0.052418,0.457523,-0.009344,-2.356002,0.136653,0.421273,0.695178,0.322047,0.924740
MSFT_2019_Q2,MSFT,2019,Q2,24,232.412000,30.058893,68.467037,240.638136,4.476650,27.471745,29.108622,31.969691,77.984728,0.145582,347.598954,-55.148788,-1.685910,1270.449942,0.203752,573.334318,0.423831,-57.837234,-1.421015,969.685561,0.372841,1606.051373,0.169553,-60.106115,-1.317316,956.333016,0.365175,2582.639526,0.108592,4.773173,-0.803408,0.093775,0.266472,0.083919,0.211737,2.859735,-2.585394,-10.428107,-0.895383,-25.953379,10.249086,19.722275,0.465247,0.028382,1.616210,17.882339,0.702987,3.370304,1.207369,4.296562,0.618001,7.723122,9.567844,0.732713,0.236882,0.528472,0.970320,4.351357,0.692503,4.988705,40.363222,0.181842,37.595419,0.243392,-23.105023,-0.667578,-24.993526,-0.615206,23.525702,1.028034,25.895859,0.865056,-18.884138,-0.907786,-17.975267,-0.924744,1.412722,0.776852,0.051848,-0.003828,0.100226,0.348327,-0.017397,-0.764648,0.143125,0.385601,0.769015,0.325016,0.909208
MSFT_2019_Q3,MSFT,2019,Q3,26,159.289000,31.125080,64.397308,175.038602,4.803540,28.317782,30.470698,33.152959,69.424742,0.134138,209.693609,-77.613094,-1.241939,1314.671011,0.205158,719.828822,0.343636,-77.666293,-1.145187,996.038505,0.313434,1735.756890,0.141581,-81.735774,-1.050957,901.847573,0.347549,2795.738870,0.112754,5.602948,0.422644,0.114816,0.200590,0.091141,0.170086,3.162662,-4.854093,-10.323986,-1.277964,-22.403293,12.758804,20.218733,0.484944,0.024287,1.401244,22.379147,0.676689,3.476747,2.532186,4.186953,0.626480,7.695117,9.604701,0.761947,0.230679,0.508862,0.992448,4.337454,0.722024,5.214625,44.887778,0.175558,43.002415,0.211044,-20.993814,-0.874333,-23.821989,-0.721136,7.773329,7.981787,12.583601,-5.235097,-3.269325,1.653564,-1.612103,3.171464,1.349426,0.677305,0.051110,-0.002109,0.074041,0.298083,-0.020722,-1.522784,0.165547,0.422717,0.780842,0.327029,0.979139
MSFT_2019_Q4,MSFT,2019,Q4,20,151.148000,29.312486,98.877412,238.272555,6.051316,26.108406,28.394799,32.164967,188.072317,0.164597,298.536604,-47.228241,-1.923932,1243.886868,0.202759,600.300410,0.411494,-50.186931,-1.541807,937.576150,0.343851,1612.694487,0.177766,-53.666592,-1.376039,865.343621,0.368624,2614.524219,0.109090,3.263372,0.925705,0.097424,0.355920,0.088317,0.325925,2.583084,-4.508556,-10.421688,-0.807570,-24.150069,12.633257,19.979641,0.427088,0.033824,1.702672,17.793454,0.688794,2.003500,-17.489783,4.191162,0.749662,7.280668,10.593704,0.794795,0.348725,0.650238,1.142395,4.093247,0.621786,5.709732,40.971779,0.177427,39.068924,0.218530,-22.804989,-0.612789,-24.106688,-0.577507,23.453908,1.036233,24.820573,0.913687,-21.420377,-0.957292,-20.996991,-0.968195,1.527490,0.642589,0.069964,-0.007538,0.098014,0.333549,-0.017207,-0.825364,0.222927,0.525591,0.717197,0.462580,0.813438
MSFT_2020_Q1,MSFT,2020,Q1,16,158.905000,28.096102,134.917342,289.391038,5.307470,24.909603,26.625836,30.223799,155.094965,0.176525,393.862628,-95.788076,-1.064326,1230.714990,0.221694,750.997271,0.335335,-96.221726,-0.996060,957.580810,0.341655,1776.589439,0.148248,-99.165331,-0.933321,865.386869,0.369499,2814.763082,0.110891,3.833114,-1.895872,0.133368,0.154491,0.113555,0.134908,3.367773,-3.037285,-9.727336,-0.893117,-28.183306,11.329300,19.376516,0.509664,0.028612,1.619584,19.465602,0.816508,1.048406,0.911909,4.299933,0.453281,5.816347,6.857557,0.540776,0.172731,0.405336,0.713344,3.236722,0.675462,3.819548,44.797512,0.176538,41.207461,0.231106,-21.772078,-0.756604,-26.696342,-0.641119,9.574134,0.659715,14.509730,-0.783296,-6.430215,-3.253118,-3.872148,1.434215,1.455104,0.736331,0.056061,0.001857,0.073896,0.352190,-0.017692,-2.041626,0.128778,0.233414,0.688234,0.186065,0.892450
MSFT_2020_Q2,MSFT,2020,Q2,59,410.011000,31.655195,86.159008,217.670861,5.991164,28.397138,30.486935,34.391693,110.976028,0.150590,250.834976,-81.735453,-1.258112,1286.965611,0.196327,658.253617,0.405649,-78.616530,-1.194657,986.270938,0.301311,1676.748618,0.158576,-80.325646,-1.145459,934.203358,0.324355,2651.126035,0.104825,4.774624,-3.117292,0.121282,0.197368,0.115027,0.146163,3.117423,-3.047825,-9.427699,-0.824863,-27.211850,10.279158,18.247529,0.441972,0.032278,1.562947,15.675907,0.737974,3.084782,-2.776494,3.993411,0.386613,4.492869,5.478255,0.463472,0.147048,0.329615,0.611587,2.484362,0.709706,2.937801,24.623649,0.273471,21.608238,0.401952,-21.260569,-0.814241,-20.371319,-0.769080,13.858083,3.058391,17.677246,1.332544,-41.249562,-0.363605,-38.052373,-0.382371,1.442256,0.677379,0.071259,-0.010433,0.109316,0.286695,-0.021887,-0.866426,0.083749,0.183457,0.746516,0.147333,0.957473
MSFT_2020_Q3,MSFT,2020,Q3,13,103.764000,33.869594,94.351179,295.533925,5.801374,30.503904,33.144100,36.336416,87.490325,0.174996,407.114392,-63.183033,-1.414140,1245.060378,0.220549,660.462440,0.350010,-66.608893,-1.185377,931.101563,0.420772,1721.384775,0.201935,-70.923348,-1.082142,851.475388,0.447615,2791.803222,0.130170,5.701330,1.026989,0.106137,0.261637,0.118582,0.237108,2.778687,-8.102083,-15.961026,-0.881554,-17.189914,16.730573,27.149011,0.525740,0.037230,1.528826,26.646528,0.652975,6.231487,1.976831,4.154751,0.906613,11.327943,17.376108,1.288948,0.264307,0.760608,1.552086,5.342757,0.764094,8.302079,35.211268,0.533039,29.245149,0.768568,3.629210,-0.192701,7.746674,-3.833708,6.142652,2.245762,5.867084,1.961820,-17.729231,-1.260852,-13.926678,-1.633478,1.488684,0.748433,0.065334,-0.010347,0.103717,0.292051,-0.025259,-0.679286,0.261276,1.109708,0.718562,0.870303,0.924139
MSFT_2021_Q1,MSFT,2021,Q1,28,217.326000,34.458861,176.248447,307.972877,11.250173,28.516279,32.570227,39.789723,207.326856,0.212205,361.666757,-90.563157,-1.106025,1182.818134,0.258687,843.957750,0.248215,-89.459099,-1.036339,1014.826574,0.356039,1848.354363,0.123455,-92.576045,-0.970705,910.276617,0.360859,2876.135753,0.089908,3.835728,30.785915,0.116854,0.168643,0.105845,0.140920,3.410646,-2.537034,-6.710308,-1.960010,-21.585165,11.720731,17.604874,0.684050,0.040854,1.424200,16.781273,-0.110972,3.796874,0.346885,4.038754,0.772742,8.171920,11.301772,0.917089,0.305313,0.680989,1.222441,3.898186,0.670963,5.717398,39.784844,0.258614,37.067900,0.329692,-25.657173,-1.914414,-26.388584,-1.484894,9.165577,15.993953,14.762200,0.906943,-13.218665,-2.956204,-10.207996,1.019678,1.612538,0.618938,0.070259,-0.001482,0.083484,0.276516,-0.014526,-6.832259,0.275869,0.508950,0.681806,0.417617,0.837573
MSFT_2021_Q3,MSFT,2021,Q3,5,36.448000,31.687557,188.815773,425.375547,5.474010,27.512671,30.234546,32.999237,279.214933,0.223055,739.063192,-65.702025,-1.360600,1155.678992,0.272285,725.220493,0.465853,-64.785977,-1.272877,922.107381,0.425632,1739.665878,0.193889,-64.731740,-1.274068,875.274278,0.426237,2678.038873,0.127203,3.941355,1.048859,0.080787,0.206697,0.052663,0.159671,3.370605,2.240653,-4.971664,-3.054984,-21.026059,4.564982,14.242153,0.895937,0.026113,1.711472,11.876261,1.436261,5.266574,1.000637,4.526712,0.636231,7.505654,10.300995,0.760844,0.261194,0.555186,1.022470,4.016079,0.640719,5.609882,21.498971,0.947743,16.302172,1.405884,-9.247188,-3.960612,-3.922466,25.095216,17.988623,1.451982,19.147542,1.427092,-17.345136,-1.445196,-13.346537,-1.984621,1.439039,0.630098,0.053644,-0.004405,0.087186,0.368799,-0.012801,-1.706999,0.184012,0.360034,0.682360,0.306661,0.795310
MSFT_2021_Q4,MSFT,2021,Q4,14,80.582000,31.657318,99.603167,431.304305,8.087535,26.781792,29.289632,34.911785,88.735110,0.227256,537.560635,-75.331757,-1.346479,1244.324681,0.243981,745.578177,0.375972,-74.565389,-1.257443,941.952934,0.377266,1783.817500,0.154965,-76.830182,-1.195807,917.222495,0.352966,2823.325334,0.109513,4.089491,0.868035,0.097870,0.170560,0.071177,0.133803,3.546502,-2.891356,-6.586600,-6.009163,-21.651421,10.770783,16.810028,0.673802,0.032140,1.473361,16.774852,1.086989,1.429845,2.402732,4.032189,0.693904,7.835120,11.600668,0.918282,0.223957,0.580656,1.141589,3.671154,0.744798,6.331169,38.806390,0.343036,36.585551,0.377247,-24.245219,-0.882041,-24.778466,-0.830016,14.392140,2.027679,18.116368,2.151111,-6.952546,0.208888,-6.822514,-2.738361,1.563659,0.655408,0.070403,-0.002682,0.080322,0.291424,-0.018183,-3.288301,0.239493,0.496296,0.697833,0.399462,0.889833
MSFT_2022_Q1,MSFT,2022,Q1,19,156.819000,33.266431,118.174751,298.279679,6.665743,29.200054,32.040971,35.946055,136.268758,0.196198,413.043453,-56.016156,-1.666791,1124.083306,0.267043,624.011509,0.493732,-53.727520,-1.458878,834.926550,0.466935,1675.505121,0.208086,-55.222746,-1.353537,766.448466,0.517356,2716.036288,0.135379,4.577174,0.250469,0.077225,0.309195,0.070767,0.265054,2.710923,-1.459720,-9.399841,-1.152045,-19.105538,8.615056,18.692117,0.629393,0.033386,1.545678,14.797192,1.119721,4.543272,3.160787,4.187232,1.063716,12.366069,17.943001,1.345051,0.391362,0.910749,1.734335,6.255452,0.685499,9.655433,29.125505,0.536253,24.956138,0.746752,-10.530806,0.625124,-7.925416,32.206822,15.632839,4.240300,15.955306,2.035314,-20.538701,-14.759308,-18.064772,-1.945943,1.406828,0.631609,0.062811,-0.006908,0.089203,0.416598,-0.018698,-0.849617,0.324838,0.890974,0.699336,0.766169,0.818273
MSFT_2022_Q2,MSFT,2022,Q2,4,31.521000,32.835838,62.057154,337.918451,5.559475,29.720820,31.567937,35.274321,71.733408,0.151132,564.000885,-84.999976,-1.113339,1310.687571,0.217203,710.176999,0.348903,-83.484510,-1.059396,988.083823,0.322357,1730.397186,0.155540,-90.687213,-0.917843,933.141049,0.307898,2852.686305,0.120699,5.974581,0.595208,0.136379,0.208850,0.176507,0.162562,2.873841,-6.409714,-10.227158,-1.177326,-21.371393,14.987167,24.071690,0.686858,0.022337,1.332852,30.677804,0.801462,8.584095,1.860148,4.079878,0.617313,7.627056,10.684706,0.856287,0.183710,0.520140,1.042889,3.897368,0.803635,4.615540,45.320505,0.296596,40.659208,0.388818,-9.665491,-2.054935,-11.066696,-1.773735,4.771321,14.187482,10.742054,3.752889,-0.476863,-33.012391,2.486809,9.842766,1.440851,0.613875,0.049088,0.002061,0.070182,0.380406,-0.020434,-1.144606,0.152107,0.522439,0.642790,0.380003,0.937394
MSFT_2022_Q4,MSFT,2022,Q4,11,92.881000,33.470971,137.986914,417.402375,7.131099,29.264209,32.228268,36.401886,189.226148,0.196454,562.474025,-66.561227,-1.423878,1149.306007,0.287764,611.047429,0.430158,-65.208636,-1.265108,841.561643,0.458947,1635.891261,0.197208,-66.798301,-1.199133,752.377608,0.552659,2693.855105,0.138155,3.925213,1.229087,0.088888,0.208705,0.086781,0.188427,3.346269,-0.145302,-8.621028,-1.340895,-20.488737,7.578618,18.316805,0.689757,0.037742,1.616718,18.008007,0.955950,5.825733,2.261141,5.004794,0.928367,11.833518,17.423905,1.154997,0.355221,0.847242,1.511382,5.578568,0.644945,8.818801,33.331178,0.494202,28.365468,0.689796,-11.283837,-3.772700,-10.349144,0.443681,18.647259,1.624423,21.296671,1.406000,-28.990708,-1.123099,-28.509178,-1.034034,1.521239,0.650954,0.102239,-0.007971,0.117227,0.273245,-0.019625,-1.005943,0.322959,0.917144,0.625850,0.738786,0.801878
MSFT_2023_Q1,MSFT,2023,Q1,37,265.685000,34.038952,80.350104,311.590419,7.040750,30.327753,32.709763,37.398002,92.568945,0.163275,387.044058,-76.538118,-1.298890,1217.591197,0.231319,600.653460,0.383220,-73.567675,-1.167980,906.920167,0.429539,1622.119111,0.168615,-75.880965,-1.099407,825.387679,0.509436,2661.426529,0.108141,5.246285,3.988529,0.103802,0.204334,0.101947,0.159575,3.413400,-3.726055,-11.308481,0.508823,-20.553080,11.399100,21.037778,0.570053,0.030410,1.498298,19.610510,1.056655,5.742108,3.354778,4.138208,0.569393,6.654732,9.863001,0.739018,0.187504,0.482598,0.927389,3.325107,0.733877,5.210916,24.100921,0.592060,20.410313,0.798578,-7.116964,-2.767775,-5.563133,3.342616,-0.004176,-1.284825,2.717271,91.501282,-33.356476,-0.681470,-29.776030,-0.810946,1.516514,0.630023,0.109626,-0.018506,0.127302,0.218979,-0.029008,-0.734110,0.169117,0.373161,0.687964,0.301710,0.871770
MSFT_2023_Q3,MSFT,2023,Q3,20,170.802000,31.688625,152.038212,240.586924,6.745307,28.250731,30.841057,35.002252,251.422271,0.186772,350.913992,-36.031959,-2.413302,1379.333460,0.192446,638.683385,0.380909,-42.692420,-1.695389,1091.361808,0.305477,1661.059496,0.160114,-45.941047,-1.490143,1003.446035,0.318720,2627.622294,0.099169,4.739367,0.892934,0.085086,0.380607,0.089060,0.355694,2.232007,-5.715700,-14.534339,-0.703042,-15.240742,13.453746,24.679612,0.467678,0.048696,1.667947,19.941306,0.783392,5.152915,7.604472,4.461421,1.237441,11.358409,18.393196,1.201481,0.635710,1.166123,1.838510,5.961523,0.533486,10.292811,42.691401,0.173850,40.971611,0.206450,-17.066533,-1.260197,-18.619193,-1.037786,11.268014,2.969923,12.921451,-0.330392,-6.200455,33.109893,-5.665165,1.766797,1.493541,0.649274,0.101878,-0.013385,0.100044,0.280463,-0.027119,-0.649176,0.502054,1.301877,0.548723,1.156487,0.658063
MSFT_2023_Q4,MSFT,2023,Q4,14,104.751000,31.111134,121.618615,359.985056,8.031695,26.715266,29.461862,34.782372,126.700324,0.226598,489.248024,-38.346253,-1.117182,1404.380038,0.211449,657.427782,0.367356,-41.667243,-2.719580,1094.228139,0.294622,1621.774685,0.170078,-46.719813,-1.815675,926.865191,0.335370,2623.866340,0.099362,3.527557,1.664150,0.097976,0.428933,0.092097,0.419836,2.280500,-5.089967,-11.788221,-0.865605,-16.730710,13.571369,22.972742,0.467955,0.051855,1.575878,18.334538,0.800170,2.098040,-0.730605,4.435304,1.125941,12.082499,19.576800,1.295920,0.468834,1.041062,1.763466,6.497696,0.599848,11.772579,42.633485,0.179731,40.969107,0.207069,-23.090987,-0.721969,-24.234495,-0.665054,7.452767,4.359157,9.812256,3.684640,-10.051114,-0.506770,-8.796102,-0.700656,1.581413,0.601854,0.104768,-0.012457,0.117346,0.221696,-0.022849,-0.972909,0.396485,1.138234,0.650977,0.966962,0.792515
MSFT_2024_Q1,MSFT,2024,Q1,1,4.364000,34.225658,35.610245,77.400688,8.450893,30.713421,33.403816,39.164314,22.500326,0.120770,95.225891,-51.851128,-1.512123,1443.133179,0.227088,757.416504,0.263468,-52.596718,-1.359452,1228.276367,0.318914,1676.812378,0.127886,-56.110699,-1.237086,939.885010,0.296370,2658.209473,0.080900,4.930792,0.994837,0.062500,0.212667,0.034187,0.092482,3.529412,-5.861486,-8.297832,-1.077016,-18.655388,13.132898,19.016502,0.476632,0.036111,1.649789,15.807755,0.769662,5.269232,2.280593,5.529954,1.102168,16.059891,21.999561,1.358759,0.422376,0.967541,1.781135,6.837357,0.643571,8.883140,41.967861,0.166506,40.345425,0.196858,-29.672695,-0.626961,-29.059032,-0.624817,11.004172,1.742560,13.403809,1.438796,-3.352464,-4.125570,-3.353276,-3.807775,1.551381,0.740597,0.085183,-0.011887,0.093704,0.282643,-0.011917,-1.459955,0.332006,1.043482,0.688631,0.883243,0.799192
MSFT_2024_Q2,MSFT,2024,Q2,26,160.339000,31.350902,110.633894,201.398159,7.698906,27.368357,30.445407,35.056700,118.178406,0.182434,204.340320,-25.291421,-2.642448,1379.419601,0.190628,628.686681,0.375862,-31.603275,-2.398218,1045.267342,0.279628,1634.960353,0.165003,-34.746203,-2.009071,938.201698,0.317012,2614.085327,0.102231,3.874012,1.150247,0.069262,0.449735,0.061690,0.384429,2.094280,-6.784573,-13.008863,-0.672874,-14.568199,14.718920,22.213190,0.471300,0.054258,1.596167,17.281112,0.848264,2.798664,51.729715,4.250867,1.306374,12.618377,20.294500,1.491932,0.565865,1.168409,2.058378,6.237448,0.602049,11.287795,42.408679,0.152329,41.511077,0.167981,-21.498370,-0.734444,-22.630593,-0.703991,9.396610,3.961307,10.630608,2.480260,-9.798316,7.102781,-9.244100,0.093575,1.508599,0.603961,0.120244,-0.018888,0.118397,0.235483,-0.029980,-0.575846,0.485551,1.370925,0.704346,1.232155,0.792093
MSFT_2024_Q3,MSFT,2024,Q3,15,87.170000,31.124378,113.620555,247.677797,7.284268,27.688625,29.888692,34.968002,114.274778,0.178334,291.688004,-19.018065,-46.411497,1414.268955,0.184163,652.887517,0.338532,-26.110336,-3.376263,1093.127762,0.272994,1628.145669,0.151046,-29.691871,-2.221312,935.919862,0.311230,2601.430849,0.089022,3.406777,1.425839,0.087719,0.703730,0.080486,0.451072,1.565628,-2.903866,-12.143737,-0.745354,-19.551000,10.573645,21.854960,0.456214,0.055197,1.585098,16.854134,0.925353,2.714754,9.177851,4.441642,1.417852,16.283577,26.324664,1.883591,0.468488,1.242135,2.351543,8.394107,0.688114,13.236485,43.372552,0.154622,41.914393,0.183712,-23.199817,-0.703414,-23.986317,-0.679274,11.390153,1.975208,12.778436,1.630248,-7.781214,0.971284,-6.838638,-1.739195,1.668461,0.607103,0.108720,-0.006025,0.120342,0.233735,-0.021482,-0.694154,0.274931,1.614528,0.730846,1.433632,0.836343
